RegioNaam;RegioCode;Amsterdamsecode;Partij;AantalZetels
Heiloo;G0399;10793;Partij van de Arbeid (P.v.d.A.);2
Heiloo;G0399;10793;Heiloo Lokaal;1
Heiloo;G0399;10793;Nieuwe Communistische Partij - NCPN;1
Hellendoorn;G0163;10806;Lokaal Hellendoorn;8
Hellendoorn;G0163;10806;CDA;7
Hellendoorn;G0163;10806;VVD;3
Hellendoorn;G0163;10806;ChristenUnie;2
Hellendoorn;G0163;10806;Democraten 66 (D66);2
Hellendoorn;G0163;10806;GROENLINKS;2
Hellendoorn;G0163;10806;Partij van de Arbeid (P.v.d.A.);1
Hellevoetsluis;G0530;11078;Inwonersbelang Hellevoetsluis;12
Hellevoetsluis;G0530;11078;VVD;6
Hellevoetsluis;G0530;11078;CDA;3
Hellevoetsluis;G0530;11078;GROENLINKS;2
Hellevoetsluis;G0530;11078;Democraten 66 (D66);1
Hellevoetsluis;G0530;11078;Partij van de Arbeid (P.v.d.A.);1
Helmond;G0794;10932;GROENLINKS;6
Helmond;G0794;10932;CDA;5
Helmond;G0794;10932;SP (Socialistische Partij);5
Helmond;G0794;10932;VVD;5
Helmond;G0794;10932;50PLUS;3
Helmond;G0794;10932;Democraten 66 (D66);3
Helmond;G0794;10932;HELDER HELMOND;3
Helmond;G0794;10932;Lokaal sterk;3
Helmond;G0794;10932;Partij van de Arbeid (P.v.d.A.);2
Helmond;G0794;10932;Helmond Aktief;1
Helmond;G0794;10932;plan!;1
Helmond;G0794;10932;ChristenUnie;
Helmond;G0794;10932;VKM Leo Broers;
Hendrik-Ido-Ambacht;G0531;10416;SGP-ChristenUnie;7
Hendrik-Ido-Ambacht;G0531;10416;Gemeente Belangen;5
Hendrik-Ido-Ambacht;G0531;10416;CDA;3
Hendrik-Ido-Ambacht;G0531;10416;VVD;3
Hendrik-Ido-Ambacht;G0531;10416;Democraten 66 (D66);2
Hendrik-Ido-Ambacht;G0531;10416;A.U.B.;1
Hendrik-Ido-Ambacht;G0531;10416;Echt Voor Ambacht (E.V.A.);1
Hendrik-Ido-Ambacht;G0531;10416;Partij van de Arbeid (P.v.d.A.);1
Hengelo;G0164;10907;Pro Hengelo;6
Hengelo;G0164;10907;VVD;6
Hengelo;G0164;10907;SP (Socialistische Partij);5
Hengelo;G0164;10907;CDA;4
Hengelo;G0164;10907;Burger Belangen;3
Hengelo;G0164;10907;Democraten 66 (D66);3
Hengelo;G0164;10907;LokaalHengelo;3
Hengelo;G0164;10907;GROENLINKS;2
Hengelo;G0164;10907;Partij van de Arbeid (P.v.d.A.);2
Hengelo;G0164;10907;PVV (Partij voor de Vrijheid);2
Hengelo;G0164;10907;ChristenUnie;1
Hengelo;G0164;10907;DFH;
Heumen;G0252;10600;Democraten Gemeente Heumen;5
Heumen;G0252;10600;CDA;3
Heumen;G0252;10600;GROENLINKS;3
Heumen;G0252;10600;VVD;3
Heumen;G0252;10600;Democraten 66 (D66);2
Heumen;G0252;10600;Partij van de Arbeid (P.v.d.A.);1
Heusden;G0797;10307;D.M.P. Heusden;7
Heusden;G0797;10307;Gemeentebelangen;5
Heusden;G0797;10307;Heusden Transparant;4
Heusden;G0797;10307;Heusden één;3
Heusden;G0797;10307;VVD;3
Heusden;G0797;10307;CDA;2
Heusden;G0797;10307;Democraten 66 (D66);1
Heusden;G0797;10307;GROENLINKS;1
Heusden;G0797;10307;Partij van de Arbeid (P.v.d.A.);1
Hillegom;G0534;11236;BEVOLKINGSBELANGEN HILLEGOM (BBH);8
Hillegom;G0534;11236;CDA;4
Hillegom;G0534;11236;Bloeiend Hillegom;3
Hillegom;G0534;11236;VVD;2
Hillegom;G0534;11236;Democraten 66 (D66);1
Hillegom;G0534;11236;GROENLINKS;1
Hillegom;G0534;11236;Partij van de Arbeid (P.v.d.A.);
Hilvarenbeek;G0798;11297;HOI Werkt;7
Hilvarenbeek;G0798;11297;Gemeenschapslijst;4
Hilvarenbeek;G0798;11297;CDA;3
Hilvarenbeek;G0798;11297;VVD;3
Hilversum;G0402;11285;Hart voor Hilversum;8
Hilversum;G0402;11285;Democraten 66 (D66);7
Hilversum;G0402;11285;VVD;6
Hilversum;G0402;11285;GROENLINKS;5
Hilversum;G0402;11285;CDA;4
Hilversum;G0402;11285;ChristenUnie;2
Hilversum;G0402;11285;Partij van de Arbeid (P.v.d.A.);2
Hilversum;G0402;11285;SP (Socialistische Partij);2
Hilversum;G0402;11285;Leefbaar Hilversum;1
Hilversum;G0402;11285;Hilversum1;
Hof van Twente;G1735;10076;CDA;9
Hof van Twente;G1735;10076;Partij van de Arbeid (P.v.d.A.);4
Hof van Twente;G1735;10076;VVD;4
Hof van Twente;G1735;10076;Gemeente Belangen;3
Hof van Twente;G1735;10076;Democraten 66 (D66);2
Hof van Twente;G1735;10076;SP (Socialistische Partij);2
Hof van Twente;G1735;10076;GROENLINKS;1
Hollands Kroon;G1911;10344;Senioren Hollands Kroon;7
Hollands Kroon;G1911;10344;CDA;5
Hollands Kroon;G1911;10344;VVD;5
Hollands Kroon;G1911;10344;OHK (Onafhankelijk Hollands Kroon);3
Hollands Kroon;G1911;10344;Democraten 66 (D66);2
Hollands Kroon;G1911;10344;GROENLINKS;2
Hollands Kroon;G1911;10344;Partij van de Arbeid (P.v.d.A.);2
Hollands Kroon;G1911;10344;ANDERS !;1
Hollands Kroon;G1911;10344;ChristenUnie;1
Hollands Kroon;G1911;10344;LADA (Democratie Anders);1
Hoogeveen;G0118;10839;Gemeentebelangen Hoogeveen e.o.;8
Hoogeveen;G0118;10839;CDA;7
Hoogeveen;G0118;10839;VVD;4
Hoogeveen;G0118;10839;ChristenUnie;3
Hoogeveen;G0118;10839;SP (Socialistische Partij);3
Hoogeveen;G0118;10839;Democraten 66 (D66);2
Hoogeveen;G0118;10839;Partij van de Arbeid (P.v.d.A.);2
Hoogeveen;G0118;10839;GROENLINKS;1
Hoogeveen;G0118;10839;Staatkundig Gereformeerde Partij (SGP);1
Hoorn;G0405;11392;VVD;5
Hoorn;G0405;11392;CDA;4
Hoorn;G0405;11392;Fractie Tonnaer;4
Hoorn;G0405;11392;GROENLINKS;4
Hoorn;G0405;11392;Democraten 66 (D66);3
Hoorn;G0405;11392;Partij van de Arbeid (P.v.d.A.);3
Hoorn;G0405;11392;Hoornse Onafhankelijke Partij (HOP);2
Hoorn;G0405;11392;Hoornse Senioren Partij (HSP);2
Hoorn;G0405;11392;Sociaal Hoorn;2
Hoorn;G0405;11392;VOCHoorn;2
Hoorn;G0405;11392;ChristenUnie;1
Hoorn;G0405;11392;De Realistische Partij (DRP);1
Hoorn;G0405;11392;Hoorn Lokaal;1
Hoorn;G0405;11392;Hoorns Belang;1
Horst aan de Maas;G1507;11108;CDA;10
Horst aan de Maas;G1507;11108;Essentie;5
Horst aan de Maas;G1507;11108;D66/GROENLINKS;4
Horst aan de Maas;G1507;11108;SP (Socialistische Partij);4
Horst aan de Maas;G1507;11108;Partij van de Arbeid (P.v.d.A.);2
Horst aan de Maas;G1507;11108;VVD;2
Houten;G0321;10230;CDA;5
Houten;G0321;10230;GROENLINKS;5
Houten;G0321;10230;Inwonerspartij Toekomst Houten;5
Houten;G0321;10230;VVD;4
Houten;G0321;10230;Democraten 66 (D66);3
Houten;G0321;10230;ChristenUnie;2
Houten;G0321;10230;Partij van de Arbeid (P.v.d.A.);2
Houten;G0321;10230;Staatkundig Gereformeerde Partij (SGP);2
Houten;G0321;10230;Houten Anders! (HA!);1
Huizen;G0406;11170;VVD;6
Huizen;G0406;11170;CDA;3
Huizen;G0406;11170;Democraten 66 (D66);3
Huizen;G0406;11170;Dorpsbelangen Huizen;3
Huizen;G0406;11170;GROENLINKS;3
Huizen;G0406;11170;Leefbaar Huizen;3
Huizen;G0406;11170;Partij van de Arbeid (P.v.d.A.);3
Huizen;G0406;11170;ChristenUnie;2
Huizen;G0406;11170;Staatkundig Gereformeerde Partij (SGP);1
Huizen;G0406;11170;Healthy Earth;
Hulst;G0677;11408;Algemeen Belang Groot Hulst;7
Hulst;G0677;11408;CDA;4
Hulst;G0677;11408;Groot Hontenisse;3
Hulst;G0677;11408;HulstPLUS;2
Hulst;G0677;11408;Partij van de Arbeid (P.v.d.A.);2
Hulst;G0677;11408;VVD;2
Hulst;G0677;11408;SP (Socialistische Partij);1
Hulst;G0677;11408;Democraten 66 (D66);
Hulst;G0677;11408;GROENLINKS;
Hulst;G0677;11408;PROGRESSIEF HULST;
IJsselstein;G0353;10152;LDIJ (Lokale Democraten IJsselstein);7
IJsselstein;G0353;10152;VVD;6
IJsselstein;G0353;10152;CDA;3
IJsselstein;G0353;10152;Democraten 66 (D66);3
IJsselstein;G0353;10152;GROENLINKS;2
IJsselstein;G0353;10152;ChristenUnie;1
IJsselstein;G0353;10152;Partij van de Arbeid (P.v.d.A.);1
Kaag en Braassem;G1884;10349;PRO Kaag en Braassem;6
Kaag en Braassem;G1884;10349;Samen voor Kaag & Braassem;6
Kaag en Braassem;G1884;10349;CDA;4
Kaag en Braassem;G1884;10349;Democraten 66 (D66);3
Kaag en Braassem;G1884;10349;VVD;2
Kampen;G0166;10253;ChristenUnie;6
Kampen;G0166;10253;Gemeente Belang Kampen;5
Kampen;G0166;10253;CDA;4
Kampen;G0166;10253;GROENLINKS;4
Kampen;G0166;10253;Staatkundig Gereformeerde Partij (SGP);4
Kampen;G0166;10253;VVD;3
Kampen;G0166;10253;Kampen Sociaal;2
Kampen;G0166;10253;Partij van de Arbeid (P.v.d.A.);2
Kampen;G0166;10253;Democraten 66 (D66);1
Kapelle;G0678;11223;VVD;4
Kapelle;G0678;11223;Gemeentebelang;3
Kapelle;G0678;11223;CDA;2
Kapelle;G0678;11223;Partij van de Arbeid (P.v.d.A.);2
Kapelle;G0678;11223;Staatkundig Gereformeerde Partij (SGP);2
Kapelle;G0678;11223;ChristenUnie;1
Kapelle;G0678;11223;Democraten 66 (D66);1
Katwijk;G0537;10707;CDA;7
Katwijk;G0537;10707;ChristenUnie;5
Katwijk;G0537;10707;Staatkundig Gereformeerde Partij (SGP);5
Katwijk;G0537;10707;DURF;3
Katwijk;G0537;10707;GemeenteBelangen (GB);3
Katwijk;G0537;10707;Hart Voor Katwijk;3
Katwijk;G0537;10707;VVD;3
Katwijk;G0537;10707;Partij van de Arbeid (P.v.d.A.);2
Katwijk;G0537;10707;Democraten 66 (D66);1
Katwijk;G0537;10707;KiesKatwijk;1
Katwijk;G0537;10707;De Lokalen (DL);
Katwijk;G0537;10707;JEZUS LEEFT;
Kerkrade;G0928;10313;Burgerbelangen;10
Kerkrade;G0928;10313;Ons Kerkrade;4
Kerkrade;G0928;10313;Partij van de Arbeid (P.v.d.A.);4
Kerkrade;G0928;10313;Lokaal Alternatief;3
Kerkrade;G0928;10313;SP (Socialistische Partij);3
Kerkrade;G0928;10313;CDA;2
Kerkrade;G0928;10313;VVD;2
Kerkrade;G0928;10313;Ouderenpartij Kerkrade;1
Kerkrade;G0928;10313;Democraten 66 (D66);
Kerkrade;G0928;10313;GROENLINKS;
Kerkrade;G0928;10313;K.O.E.;
Koggenland;G1598;10354;VVD;6
Koggenland;G1598;10354;CDA;5
Koggenland;G1598;10354;GEMEENTE BELANGEN KOGGENLAND;3
Koggenland;G1598;10354;Partij van de Arbeid - GROENLINKS;3
Koggenland;G1598;10354;Welzijn Koggenland;2
Koggenland;G1598;10354;OK(é) Partij;
Koggenland;G1598;10354;Progressief Koggenland (PK);
Krimpen aan den IJssel;G0542;10859;Leefbaar Krimpen;5
Krimpen aan den IJssel;G0542;10859;Staatkundig Gereformeerde Partij (SGP);5
Krimpen aan den IJssel;G0542;10859;Stem van Krimpen;5
Krimpen aan den IJssel;G0542;10859;VVD;2
Krimpen aan den IJssel;G0542;10859;CDA;1
Krimpen aan den IJssel;G0542;10859;ChristenUnie;1
Krimpen aan den IJssel;G0542;10859;Democraten 66 (D66);1
Krimpen aan den IJssel;G0542;10859;Partij van de Arbeid (P.v.d.A.);1
Krimpen aan den IJssel;G0542;10859;GROENLINKS;
Krimpenerwaard;G1931;10050;Gemeente Belang Krimpenerwaard (VGBK);7
Krimpenerwaard;G1931;10050;Staatkundig Gereformeerde Partij (SGP);4
Krimpenerwaard;G1931;10050;VVD;4
Krimpenerwaard;G1931;10050;CDA;3
Krimpenerwaard;G1931;10050;ChristenUnie;3
Krimpenerwaard;G1931;10050;Lokaal op 1;3
Krimpenerwaard;G1931;10050;Pro Krimpenerwaard;3
Krimpenerwaard;G1931;10050;Democraten 66 (D66);2
Krimpenerwaard;G1931;10050;Partij van de Arbeid (P.v.d.A.);2
Laarbeek;G1659;10173;PNL (Partij Nieuw Laarbeek);9
Laarbeek;G1659;10173;De Werkgroep;4
Laarbeek;G1659;10173;Algemeen Belang Laarbeek;3
Laarbeek;G1659;10173;CDA;2
Laarbeek;G1659;10173;Partij van de Arbeid (P.v.d.A.);1
Laarbeek;G1659;10173;Blanco lijst 6;
Landerd;G1685;10276;DS 97;4
Landerd;G1685;10276;Maashorst Vooruit;4
Landerd;G1685;10276;Progressief Landerd;3
Landerd;G1685;10276;RPP;3
Landerd;G1685;10276;CDA;2
Landerd;G1685;10276;VVD;1
Landgraaf;G0882;11335;GBBL Ubach over Worms;5
Landgraaf;G0882;11335;Blanco lijst 11;4
Landgraaf;G0882;11335;GBBL Schaesberg;4
Landgraaf;G0882;11335;CDA;3
Landgraaf;G0882;11335;Ouderen Partij Landgraaf;2
Landgraaf;G0882;11335;Partij van de Arbeid (P.v.d.A.);2
Landgraaf;G0882;11335;SP (Socialistische Partij);2
Landgraaf;G0882;11335;Blanco lijst 8;1
Landgraaf;G0882;11335;GROENLINKS;1
Landgraaf;G0882;11335;VVD;1
Landgraaf;G0882;11335;Democraten 66 (D66);
Landsmeer;G0415;11225;Democraten 66 (D66);3
Landsmeer;G0415;11225;Lokaal Landsmeer;3
Landsmeer;G0415;11225;VVD;3
Landsmeer;G0415;11225;GROENLINKS;2
Landsmeer;G0415;11225;Positief Landsmeer;2
Landsmeer;G0415;11225;CDA;1
Landsmeer;G0415;11225;Partij van de Arbeid (P.v.d.A.);1
Langedijk;G0416;10955;Dorpsbelang Langedijk;4
Langedijk;G0416;10955;VVD;4
Langedijk;G0416;10955;Kleurrijk Langedijk;3
Langedijk;G0416;10955;CDA;2
Langedijk;G0416;10955;GROENLINKS;2
Langedijk;G0416;10955;Hart voor Langedijk-D66;2
Langedijk;G0416;10955;Senioren Langedijk;2
Langedijk;G0416;10955;ChristenUnie;1
Langedijk;G0416;10955;Partij van de Arbeid (P.v.d.A.);1
Lansingerland;G1621;10139;Leefbaar 3B;9
Lansingerland;G1621;10139;VVD;7
Lansingerland;G1621;10139;CDA;5
Lansingerland;G1621;10139;ChristenUnie;3
Lansingerland;G1621;10139;Democraten 66 (D66);3
Lansingerland;G1621;10139;WIJ Lansingerland;3
Lansingerland;G1621;10139;GROENLINKS;2
Lansingerland;G1621;10139;Partij van de Arbeid (P.v.d.A.);1
Lansingerland;G1621;10139;Partij Neeleman;
Laren;G0417;10649;LARENS BEHOUD;6
Laren;G0417;10649;Liberaal Laren;4
Laren;G0417;10649;VVD;3
Laren;G0417;10649;CDA;1
Laren;G0417;10649;Democraten 66 (D66);1
Laren;G0417;10649;GROENLINKS;
Laren;G0417;10649;Partij van de Arbeid (P.v.d.A.);
Leiden;G0546;10702;Democraten 66 (D66);9
Leiden;G0546;10702;GROENLINKS;8
Leiden;G0546;10702;VVD;6
Leiden;G0546;10702;Partij van de Arbeid (P.v.d.A.);4
Leiden;G0546;10702;CDA;3
Leiden;G0546;10702;Partij voor de Dieren;3
Leiden;G0546;10702;SP (Socialistische Partij);3
Leiden;G0546;10702;PS (Partij Sleutelstad);2
Leiden;G0546;10702;ChristenUnie;1
Leiderdorp;G0547;10058;De Lokale Partij Leiderdorp (LPL);4
Leiderdorp;G0547;10058;VVD;4
Leiderdorp;G0547;10058;CDA;3
Leiderdorp;G0547;10058;Democraten 66 (D66);3
Leiderdorp;G0547;10058;GROENLINKS;3
Leiderdorp;G0547;10058;Partij van de Arbeid (P.v.d.A.);3
Leiderdorp;G0547;10058;ChristenUnie-SGP;1
Leidschendam-Voorburg;G1916;11103;GBLV/Gemeentebelangen;9
Leidschendam-Voorburg;G1916;11103;VVD;9
Leidschendam-Voorburg;G1916;11103;CDA;5
Leidschendam-Voorburg;G1916;11103;Democraten 66 (D66);4
Leidschendam-Voorburg;G1916;11103;GROENLINKS;4
Leidschendam-Voorburg;G1916;11103;Partij van de Arbeid (P.v.d.A.);3
Leidschendam-Voorburg;G1916;11103;ChristenUnie-SGP;1
Lelystad;G0995;11110;VVD;6
Lelystad;G0995;11110;Leefbaar Lelystad;4
Lelystad;G0995;11110;ChristenUnie;3
Lelystad;G0995;11110;Inwoners Partij Lelystad;3
Lelystad;G0995;11110;Partij van de Arbeid (P.v.d.A.);3
Lelystad;G0995;11110;PVV (Partij voor de Vrijheid);3
Lelystad;G0995;11110;CDA;2
Lelystad;G0995;11110;Democraten 66 (D66);2
Lelystad;G0995;11110;GROENLINKS;2
Lelystad;G0995;11110;JongLelystad;2
Lelystad;G0995;11110;SP (Socialistische Partij);2
Lelystad;G0995;11110;DENK;1
Lelystad;G0995;11110;Forum voor de Ouderen;1
Lelystad;G0995;11110;Lelystads Belang;1
Leudal;G1640;10840;Samen Verder;7
Leudal;G1640;10840;Ronduit Open;6
Leudal;G1640;10840;CDA;5
Leudal;G1640;10840;Democraten 66 (D66);3
Leudal;G1640;10840;Progressief Akkoord Leudal;2
Leudal;G1640;10840;VVD;2
Leusden;G0327;10978;CDA;5
Leusden;G0327;10978;GROENLINKS / Partij van de Arbeid (P.v.d.A.);4
Leusden;G0327;10978;VVD;4
Leusden;G0327;10978;ChristenUnie - SGP;3
Leusden;G0327;10978;Democraten 66 (D66);3
Leusden;G0327;10978;SP (Socialistische Partij);2
Lingewaard;G1705;10744;VVD;6
Lingewaard;G1705;10744;Lokaal Belang Lingewaard;4
Lingewaard;G1705;10744;SP (Socialistische Partij);4
Lingewaard;G1705;10744;B06;3
Lingewaard;G1705;10744;CDA;3
Lingewaard;G1705;10744;GROENLINKS;3
Lingewaard;G1705;10744;lingewaard.NU;3
Lingewaard;G1705;10744;Democraten 66 (D66);2
Lingewaard;G1705;10744;Partij van de Arbeid (P.v.d.A.);1
Lisse;G0553;10197;CDA;5
Lisse;G0553;10197;Democraten 66 (D66);4
Lisse;G0553;10197;Nieuw Lisse;4
Lisse;G0553;10197;VVD;3
Lisse;G0553;10197;SGP-ChristenUnie;2
Lisse;G0553;10197;Partij van de Arbeid (P.v.d.A.);1
Lochem;G0262;11263;Gemeentebelangen;6
Lochem;G0262;11263;GROENLINKS;4
Lochem;G0262;11263;VVD;4
Lochem;G0262;11263;CDA;3
Lochem;G0262;11263;Partij van de Arbeid (P.v.d.A.);3
Lochem;G0262;11263;Democraten 66 (D66);2
Lochem;G0262;11263;Meedenken met Lochem (MmL);1
Loon op Zand;G0809;11259;GemeenteBelangen;6
Loon op Zand;G0809;11259;CDA;4
Loon op Zand;G0809;11259;"VOOR LOON";3
Loon op Zand;G0809;11259;Pro3;3
Loon op Zand;G0809;11259;VVD;3
Lopik;G0331;10333;VVD;5
Lopik;G0331;10333;CDA;4
Lopik;G0331;10333;ChristenUnie;2
Lopik;G0331;10333;Partij van de Arbeid (P.v.d.A.);2
Lopik;G0331;10333;Staatkundig Gereformeerde Partij (SGP);2
Lopik;G0331;10333;JEZUS LEEFT;
Loppersum;G0024;10934;Loppersum Vooruit;3
Loppersum;G0024;10934;Partij van de Arbeid (P.v.d.A.);3
Loppersum;G0024;10934;CDA;2
Loppersum;G0024;10934;ChristenUnie;2
Loppersum;G0024;10934;GROENLINKS;2
Loppersum;G0024;10934;VVD;1
Loppersum;G0024;10934;Democraten 66 (D66);
Losser;G0168;11166;BURGERFORUM;7
Losser;G0168;11166;CDA;7
Losser;G0168;11166;VVD;3
Losser;G0168;11166;Democraten 66 (D66);1
Losser;G0168;11166;Partij van de Arbeid (P.v.d.A.);1
Losser;G0168;11166;GROENLINKS;
Maasdriel;G0263;10341;Samen Sterk Maasdriel;7
Maasdriel;G0263;10341;CDA;6
Maasdriel;G0263;10341;VVD;3
Maasdriel;G0263;10341;Partij van de Arbeid/GROENLINKS;2
Maasdriel;G0263;10341;Democraten 66 (D66);1
Maasdriel;G0263;10341;Staatkundig Gereformeerde Partij (SGP);
Maasgouw;G1641;10964;LOKAAL BELANG;7
Maasgouw;G1641;10964;CDA;5
Maasgouw;G1641;10964;Liberale Volkspartij Maasgouw (LVM);2
Maasgouw;G1641;10964;Nieuw Links Maasgouw;2
Maasgouw;G1641;10964;VVD;2
Maasgouw;G1641;10964;Partij Welzijn Maasgouw-50PLUS;1
Maassluis;G0556;10880;CDA;5
Maassluis;G0556;10880;VVD;4
Maassluis;G0556;10880;Partij van de Arbeid (P.v.d.A.);3
Maassluis;G0556;10880;Verenigde Senioren Partij;3
Maassluis;G0556;10880;ChristenUnie;2
Maassluis;G0556;10880;Forum voor Maassluis;2
Maassluis;G0556;10880;Maassluis Belang;2
Maassluis;G0556;10880;Democraten 66 (D66);1
Maassluis;G0556;10880;GROENLINKS;1
Maastricht;G0935;10182;CDA;5
Maastricht;G0935;10182;Democraten 66 (D66);5
Maastricht;G0935;10182;GROENLINKS;5
Maastricht;G0935;10182;Senioren Partij Maastricht (SPM);5
Maastricht;G0935;10182;Partij van de Arbeid (P.v.d.A.);3
Maastricht;G0935;10182;Partij Veilig Maastricht (PVM);3
Maastricht;G0935;10182;SP (Socialistische Partij);3
Maastricht;G0935;10182;VVD;3
Maastricht;G0935;10182;M:OED;2
Maastricht;G0935;10182;PVV (Partij voor de Vrijheid);2
Maastricht;G0935;10182;50PLUS;1
Maastricht;G0935;10182;Liberale Partij Maastricht;1
Maastricht;G0935;10182;SAB (Sociaal Actieve Burgerpartij);1
Maastricht;G0935;10182;Maastrichtse Volkspartij;
Medemblik;G0420;11215;CDA;6
Medemblik;G0420;11215;VVD;6
Medemblik;G0420;11215;GemeenteBelangen;5
Medemblik;G0420;11215;Democraten 66 (D66);2
Medemblik;G0420;11215;Partij van de Arbeid (P.v.d.A.);2
Medemblik;G0420;11215;PWF Progressief West-Friesland;2
Medemblik;G0420;11215;BAMM;1
Medemblik;G0420;11215;ChristenUnie;1
Medemblik;G0420;11215;GROENLINKS;1
Medemblik;G0420;11215;PW 2010;1
Meerssen;G0938;10494;BRUG-M;4
Meerssen;G0938;10494;CDA;3
Meerssen;G0938;10494;KIJK!!!/P.v.d.A./GROENLINKS/D66;3
Meerssen;G0938;10494;Lokaal DNA;3
Meerssen;G0938;10494;FOCUS;2
Meerssen;G0938;10494;Het Origineel;2
Meppel;G0119;11204;Sterk Meppel (SteM);6
Meppel;G0119;11204;VVD;5
Meppel;G0119;11204;CDA;4
Meppel;G0119;11204;ChristenUnie;2
Meppel;G0119;11204;Partij van de Arbeid (P.v.d.A.);2
Meppel;G0119;11204;SP (Socialistische Partij);2
Meppel;G0119;11204;Democraten 66 (D66);1
Meppel;G0119;11204;GROENLINKS;1
Middelburg;G0687;10122;Lokale Partij Middelburg (LPM);6
Middelburg;G0687;10122;CDA;4
Middelburg;G0687;10122;ChristenUnie;3
Middelburg;G0687;10122;GROENLINKS;3
Middelburg;G0687;10122;Partij van de Arbeid (P.v.d.A.);3
Middelburg;G0687;10122;Staatkundig Gereformeerde Partij (SGP);3
Middelburg;G0687;10122;VVD;3
Middelburg;G0687;10122;Democraten 66 (D66);2
Middelburg;G0687;10122;SP (Socialistische Partij);2
Midden-Delfland;G1842;10130;CDA;4
Midden-Delfland;G1842;10130;OGP Midden-Delfland;4
Midden-Delfland;G1842;10130;Mijn Partij;3
Midden-Delfland;G1842;10130;VVD;3
Midden-Delfland;G1842;10130;ChristenUnie;1
Midden-Delfland;G1842;10130;Democraten 66 (D66);1
Midden-Delfland;G1842;10130;Partij van de Arbeid (P.v.d.A.);1
Midden-Drenthe;G1731;10520;CDA;4
Midden-Drenthe;G1731;10520;Partij van de Arbeid (P.v.d.A.);4
Midden-Drenthe;G1731;10520;VVD;4
Midden-Drenthe;G1731;10520;Gemeentebel Smilde-Beilen-Westerbork;3
Midden-Drenthe;G1731;10520;Gemeentebelangen;3
Midden-Drenthe;G1731;10520;ChristenUnie;2
Midden-Drenthe;G1731;10520;Democraten 66 (D66);2
Midden-Drenthe;G1731;10520;GROENLINKS;1
Mill en Sint Hubert;G0815;10535;CDA;7
Mill en Sint Hubert;G0815;10535;Algemeen Belang '90;4
Mill en Sint Hubert;G0815;10535;VierKernenPartij;4
Moerdijk;G1709;10046;Onafhankelijk Moerdijk;6
Moerdijk;G1709;10046;VVD;5
Moerdijk;G1709;10046;CDA;4
Moerdijk;G1709;10046;Moerdijk Lokaal;4
Moerdijk;G1709;10046;Partij van de Arbeid (P.v.d.A.);2
Moerdijk;G1709;10046;Burger Belangen Moerdijk;1
Moerdijk;G1709;10046;ChristenUnie;1
Moerdijk;G1709;10046;Democraten 66 (D66);1
Moerdijk;G1709;10046;SP (Socialistische Partij);1
Montferland;G1955;10350;CDA;8
Montferland;G1955;10350;Lokaal Belang Montferland;6
Montferland;G1955;10350;Lijst Groot Montferland;3
Montferland;G1955;10350;Partij van de Arbeid (P.v.d.A.);3
Montferland;G1955;10350;VVD;3
Montferland;G1955;10350;Democraten 66 (D66);2
Montfoort;G0335;10033;Progressief Akkoord;3
Montfoort;G0335;10033;VVD;3
Montfoort;G0335;10033;CDA;2
Montfoort;G0335;10033;Inwonersbelangen Montfoort Linschoten;2
Montfoort;G0335;10033;Lokaal Montfoort;2
Montfoort;G0335;10033;ChristenUnie;1
Montfoort;G0335;10033;Democraten 66 (D66);1
Montfoort;G0335;10033;Staatkundig Gereformeerde Partij (SGP);1
Mook en Middelaar;G0944;10271;Dorpsgroepering Pouwels (DGP);4
Mook en Middelaar;G0944;10271;Partij van de Arbeid (P.v.d.A.);3
Mook en Middelaar;G0944;10271;VVD;3
Mook en Middelaar;G0944;10271;GROENLINKS;2
Mook en Middelaar;G0944;10271;CDA;1
Neder-Betuwe;G1740;10916;Staatkundig Gereformeerde Partij (SGP);8
Neder-Betuwe;G1740;10916;Gemeentebelangen;3
Neder-Betuwe;G1740;10916;Partij van de Arbeid (P.v.d.A.);3
Neder-Betuwe;G1740;10916;CDA;2
Neder-Betuwe;G1740;10916;VVD;2
Neder-Betuwe;G1740;10916;ChristenUnie;1
Nederweert;G0946;10681;CDA;6
Nederweert;G0946;10681;Jongeren Akkoord Nederweert (J.A.N.);5
Nederweert;G0946;10681;Nederweert Anders;3
Nederweert;G0946;10681;Democraten 66 (D66);2
Nederweert;G0946;10681;VVD;1
Nieuwegein;G0356;10374;VVD;7
Nieuwegein;G0356;10374;SP (Socialistische Partij);4
Nieuwegein;G0356;10374;CDA;3
Nieuwegein;G0356;10374;Democraten 66 (D66);3
Nieuwegein;G0356;10374;GROENLINKS;3
Nieuwegein;G0356;10374;Partij van de Arbeid (P.v.d.A.);3
Nieuwegein;G0356;10374;Verenigde Senioren Partij;3
Nieuwegein;G0356;10374;ChristenUnie;2
Nieuwegein;G0356;10374;ieders Belang;2
Nieuwegein;G0356;10374;LOKALE VERNIEUWING;2
Nieuwegein;G0356;10374;Stadspartij Núwegein;1
Nieuwkoop;G0569;10728;Samen Beter Nieuwkoop;6
Nieuwkoop;G0569;10728;CDA;5
Nieuwkoop;G0569;10728;Natuurlijk Nieuwkoop;4
Nieuwkoop;G0569;10728;VVD;4
Nieuwkoop;G0569;10728;Democraten 66 (D66);1
Nieuwkoop;G0569;10728;SGP-ChristenUnie;1
Nijkerk;G0267;10446;CDA;8
Nijkerk;G0267;10446;ChristenUnie-SGP;6
